r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	g0	g1	g2	g3	g4	g5	g6	g7	g8	g9	b0	b1	b2	b3	b4	b5	b6	b7	b8	b9	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9
0.44234765	-1.0513024	-1.7709166	1.2268653	-1.9716847	-1.5623639	1.3390965	0.6507735	1.9541506	-1.4526505	1.5689626	2.6287792	2.5755177	1.7431865	2.2520938	0.7799851	0.843984	0.7968019	1.2470505	2.286914	-0.9318403	0.25110054	2.9266305	1.7198571	1.8891252	-1.6795202	1.7254	0.96103984	0.506595	-1.9862301	1	1	1	1	1	1	1	1	1	1
0.44240388	-1.0513741	-1.7709502	1.2269074	-1.9716576	-1.5624512	1.3391005	0.6506914	1.9541862	-1.4528271	1.5540926	2.6182606	2.5645115	1.7286417	2.239137	0.7642394	0.82827806	0.7810715	1.2317095	2.274126	-0.93189573	0.25116047	2.9265575	1.7199327	1.8890406	-1.6794679	1.7253393	0.961062	0.50644976	-1.9862251	1	1	1	1	1	1	1	1	1	1
0.44245717	-1.051444	-1.7709912	1.226944	-1.9716262	-1.5625435	1.3390986	0.6506219	1.9542229	-1.4530048	1.5391979	2.6076415	2.5534225	1.7140608	2.2261221	0.74848706	0.81255656	0.76533216	1.216346	2.261277	-0.9319535	0.25121984	2.9264896	1.7200048	1.8889543	-1.6794195	1.7252738	0.9610826	0.5063061	-1.9862126	1	1	1	1	1	1	1	1	1	1
0.44250658	-1.0515106	-1.7710394	1.2269756	-1.9715928	-1.5626396	1.3390921	0.65056443	1.9542607	-1.4531833	1.5242778	2.5969224	2.542254	1.6994464	2.213048	0.73272485	0.7968208	0.74958366	1.2009623	2.2483666	-0.9320117	0.25127792	2.9264257	1.7200727	1.8888676	-1.6793748	1.7252042	0.9611005	0.5061636	-1.9861937	1	1	1	1	1	1	1	1	1	1
0.4425519	-1.0515724	-1.7710948	1.2270048	-1.971559	-1.5627382	1.3390822	0.6505145	1.9543003	-1.4533613	1.5093318	2.5861053	2.5310068	1.6848019	2.1999133	0.71694994	0.7810719	0.7338256	1.18556	2.235396	-0.9320681	0.2513343	2.9263656	1.7201364	1.8887814	-1.6793325	1.7251304	0.96111685	0.5060228	-1.9861708	1	1	1	1	1	1	1	1	1	1
0.44259375	-1.0516298	-1.7711563	1.2270354	-1.9715252	-1.5628378	1.3390697	0.650467	1.9543428	-1.4535375	1.4943597	2.5751915	2.5196793	1.6701307	2.1867187	0.7011603	0.76531196	0.71805626	1.1701409	2.2223651	-0.93212074	0.25138953	2.9263089	1.720196	1.888696	-1.6792899	1.7250528	0.9611338	0.5058849	-1.9861468	1	1	1	1	1	1	1	1	1	1
0.4426325	-1.0516833	-1.771223	1.2270713	-1.9714911	-1.5629369	1.3390554	0.65041894	1.9543892	-1.4537107	1.4793612	2.5641828	2.508269	1.6554362	2.1734655	0.68535656	0.7495432	0.7022754	1.1547076	2.2092745	-0.9321682	0.2514446	2.9262555	1.720254	1.8886108	-1.6792449	1.7249721	0.9611533	0.5057509	-1.9861233	1	1	1	1	1	1	1	1	1	1
0.44266668	-1.051734	-1.7712944	1.2271144	-1.9714564	-1.5630336	1.3390406	0.65036947	1.9544398	-1.4538802	1.4643356	2.5530822	2.4967747	1.6407189	2.1601567	0.66954106	0.7337689	0.68648225	1.1392622	2.1961255	-0.9322095	0.2515006	2.9262052	1.720314	1.888525	-1.6791973	1.7248895	0.96117663	0.5056215	-1.9860994	1	1	1	1	1	1	1	1	1	1
0.4426945	-1.051783	-1.7713705	1.2271641	-1.9714204	-1.5631258	1.3390272	0.6503194	1.9544945	-1.4540459	1.4492844	2.5418932	2.4851954	1.6259768	2.1467967	0.653718	0.7179905	0.6706752	1.1238054	2.182919	-0.9322446	0.2515584	2.926158	1.7203791	1.8884369	-1.6791475	1.7248073	0.9612033	0.5054968	-1.9860728	1	1	1	1	1	1	1	1	1	1
0.44271478	-1.0518312	-1.7714515	1.227218	-1.9713826	-1.5632123	1.3390168	0.65026903	1.9545534	-1.4542078	1.434211	2.530619	2.4735315	1.6112082	2.133388	0.6378898	0.7022055	0.6548561	1.1083368	2.1696556	-0.9322736	0.2516185	2.926113	1.7204491	1.8883467	-1.6790954	1.724728	0.9612307	0.5053769	-1.9860411	1	1	1	1	1	1	1	1	1	1
0.44272795	-1.0518808	-1.7715366	1.227273	-1.9713432	-1.5632924	1.339011	0.6502189	1.9546161	-1.4543663	1.4191176	2.5192611	2.4617858	1.5964115	2.1199322	0.62205595	0.68640846	0.6390296	1.0928571	2.1563363	-0.93229663	0.25168136	2.9260676	1.7205222	1.8882568	-1.6790411	1.724654	0.96125394	0.5052613	-1.9860029	1	1	1	1	1	1	1	1	1	1
0.44273588	-1.0519341	-1.7716249	1.2273272	-1.971303	-1.5633667	1.3390104	0.65016997	1.9546826	-1.454522	1.404005	2.5078216	2.449962	1.5815859	2.1064298	0.60621387	0.6705952	0.6231977	1.0773655	2.142964	-0.93231475	0.25174707	2.9260201	1.7205956	1.8881713	-1.6789854	1.7245865	0.96126986	0.50515044	-1.9859581	1	1	1	1	1	1	1	1	1	1
